ID,house,TransmGSM,Plot,Arrival_date,Country,Overlap,Study_area,Feeding,Type,Time_year,Frequency,Type_food,Quantity,RK_observed,Other_species,Address,Comments
246,1,SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,No,,,,,,,,"Krummenacker 209, 3159 Riedstätt",
248,3,SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,No,,,,,,,,"Eigen 183, 3158 Guggisberg",
250,#1 WSIK40 (S),SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,No,,,,,,,,"Nessleven 271, 3158 Guggisberg",
251,#2 WSIK40 (S),SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,No,,,,,,,,,
253,#4 WSIK40 (S),SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,No,,,,,,,,"Tannacker 108, 3158 Guggisberg",
256,2,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"17 chemin des planchettes, Bas-Intyamon",Another house no as well
257,2,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"5 chemin de la chapelle, Bas-Intyamon",
258,3,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"Le beveret, Bas-Intyamon",
259,3,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"Chemin des grèves, Bas-Intyamon",Bones found in the forest nearby
260,4,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"17 impasse de la cascade, Estavannens",
262,#1 SWIK25 (C),SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,No,,,,,,,,"2 Moulin de Prassasson, Arconciel",A lot of rodents these past years; Now feeds and has seen RK but not in 2016
264,#2 SWIK25 (C),SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,No,,,,,,,,"1 Au Village, Senèdes",A lot of people give food to the cats
270,#4 SWIK25 (C),SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,No,,,,,,,,"45 Chemin du Marais, Treyvaux",
271,4,SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,No,,,,,,,,"5 La Longeraie, Treyvaux",
273,#1 16329F1C (S),SWIK33,Settlement,9/03/2018,SwitzerlandFR,16329F1C (S); WSIK40 (C),Outside,No,,,,,,,,"21 le revers, La Roche",Very rural: agriculture fields
276,3,SWIK33,Settlement,9/03/2018,SwitzerlandFR,16329F1C (S); WSIK40 (C),Outside,No,,,,,,,,"31 route de la Pra, Pont-la Ville",Very rural: agriculture fields
278,#3 16329F1C (S),SWIK33,Settlement,9/03/2018,SwitzerlandFR,16329F1C (S); WSIK40 (C),Outside,No,,,,,,,,"63 La freschera, La Roche",Scary woman
279,#4 16329F1C (S),SWIK33,Settlement,9/03/2018,SwitzerlandFR,16329F1C (S),Outside,No,,,,,,,,"28 Fayaulaz, La Roche",
280,1,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,No,,,,,,,,"Oberwaldmatt 1, 6123 Geiss",
281,1,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,No,,,,,,,,"Oberwaldmatt 2, 6123 Geiss",
282,2,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,No,,,,,,,,"Neuhof 1, 6123 Geiss",
283,2,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,No,,,,,,,,"Neuhof 2, 6123 Geiss",
284,3,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,No,,,,,,,,"Schlatthof 2, 6123 Geiss",
285,3,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,No,,,,,,,,"Schlathoff 1, 6123 Geiss",
286,4,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,No,,,,,,,,"Studenweid 1, 6123 Geiss",
288,1,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"51 rue du vieux pont, Bulle",Middle of city
289,1,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"32 rue des jordils, Bulle",Middle of city
290,2,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"1 chemin de la passerelle, La Tour-de-Trême",Cats finding bones
291,2,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"2 chemin de la passerelle, La Tour-de-Trême",RK flying low close to houses
292,3,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"48 chemin de la Rochetta, La Tour-de-Trême",Woman in the neighborhood feeding cats everyday
293,3,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"1 chemin de la Rochetta, La Tour-de-Trême",
294,4,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"51 route de la Forêt, La Tour-de-Trême",Before woman giving spaghettis on the bridge for animals
295,4,SWIK35,Settlement,28/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"18 chemin du Torrent, La Tour-de-Trême",People putting their waste in the forest but never seen RK
296,1,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,No,,,,,,,,"70 route de grabou, Montagny",
301,3,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,No,,,,,,,,"71 Route de Payerne, Prez-vers-Noréaz","Interview 1 Le Grand-fin: no, there since 2017"
302,4,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,No,,,,,,,,"70 Route des combes, Prez-vers-Noréaz",
303,4,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,No,,,,,,,,"16 route du moulin, Prez-vers-Noréaz",
307,2,SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"47 route du chêne, Lovens",Seen RK close to the pond
310,3,SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"24 En Meinoud, Lentigny",
311,4,SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"2 route des rapillettes, Cottens",
312,1,SWIK71,Control,7/05/2017,France,X,Outside,No,,,,,,,,Sainte Marie,"Secondary houses mostly, interviewed almost every house possible in the plot"
313,1,SWIK71,Control,7/05/2017,France,X,Outside,No,,,,,,,,Sainte Marie,
314,2,SWIK71,Control,7/05/2017,France,X,Outside,No,,,,,,,,Close to Sainte Marie,Say that kites feed on their chicken: several times per month
315,2,SWIK71,Control,7/05/2017,France,X,Outside,No,,,,,,,,Close to Sainte Marie,Say that kites feed on their chicken: once a week
316,3,SWIK71,Control,7/05/2017,France,X,Outside,No,,,,,,,,Sainte Marie,Plateform to feed kites in Oradour but outside of polygon
317,3,SWIK71,Control,7/05/2017,France,X,Outside,No,,,,,,,,Sainte Marie,
318,4,SWIK71,Control,7/05/2017,France,X,Outside,No,,,,,,,,Close to Sainte Marie,
319,1,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,
320,1,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,
321,2,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,
322,2,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,
323,3,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,Castle where the nest is (probably second nest with tagged bird because GPS points there)
324,4,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,
325,4,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,
326,4,SWIK71,Settlement,4/04/2018,France,X,Outside,No,,,,,,,,Jujurieux,
327,1,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Schulstrasse 1, 88524 Uttenweiler",
328,1,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Am Pfarrgarten 5, 88524 Uttenweiler",
330,2,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Herligmühle 1, 88524 Uttenweiler",
331,2,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Herlighof 1, 88524 Uttenweiler",Feeding from dung from the farm
332,3,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Falkenhof 15, 88524 Uttenweiler",
333,3,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Falkenhof 1, 88524 Uttenweiler",
334,4,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Dietershanser strasse 12, 88524 Uttenweiler",
335,4,SWIK84,Control,25/07/2017,Germany,X,Outside,No,,,,,,,,"Mäleshof 11, 88524 Uttenweiler",
336,1,SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S),Inside,No,,,,,,,,"2 Coppet, Cordast",
337,1,SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S),Inside,No,,,,,,,,"Fineta, Cordast",
338,#1 KIWS48 (S),SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S); KIWS48 (S),Inside,No,,,,,,,,"11 Petit-Vivy, Barberêche",
339,3,SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S); KIWS48 (S),Inside,No,,,,,,,,"10 Vers l'Eglise, Barberêche",
344,1,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Aebnit 283, 3158 Guggisberg",
345,1,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Aebnit 283A, 3158 Guggisberg",
346,2,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Schluchtli 214, 3153 Rüschegg Gambach",
347,2,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Scheuergut 213, 3153 Rüschegg Gambach",
348,3,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Bisenfeld 45, 3156 Riffenmatt",
349,3,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Bisenfeld 45D, 3156 Riffenmatt",
351,4,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Almisried 44, 3156 Riffenmatt",
352,1,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"Chemin de la Colline 18, Fribourg",
353,1,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"Chemin de la Colline 5, Fribourg",
354,2,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"113 Kleinschönbergstrasse, Tafers",
357,3,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"9 route éleonore-niquille, Bourguillon",
358,3,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"11 route éleonore-niquille, Bourguillon",
359,4,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"Brünisberg, Saint-Ours",
361,1,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"9 Impasse du Dontsi, Le Flon",
362,1,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"6 Impasse du Dontsi, Le Flon",
364,2,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"178 Au Partsi, Saint-Martin",
365,3,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"2 Route du Village, Besencens",
366,3,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"12 Route du Village, Besencens","6 Route du Village, Besencens, neither"
367,4,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"88 Route du Village, Bensencens","Vacation house, compost"
369,1,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,Freiburghans 287,
370,1,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,Freiburghans 286,
371,2,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Buchen 7, Wünnewil-Flamatt",
372,2,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Buchen 2, Wünnewil-Flamatt",
373,3,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Bagewil 5, Wünnewil-Flamatt",
374,3,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Bagewil 8, Wünnewil-Flamatt",
376,4,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Zenthus 1, Wünnewil-Flamatt",
377,1,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"Ferme Route du Châtelard, Villagiroud",
378,1,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"127 Route du Châtelard, Villagiroud (magnétiseur)","Has seen a accumulation of RK at a farmer, very rare, less than 1 time/month"
379,2,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"9 Route du Réservoir, Villarsiviriaux",
380,2,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"3 Route du Réservoir, Villarsiviriaux","Big accumulation of RK (up to 50), maybe gives placentas 1 or 2 a month (9 route du réservoir)"
381,3,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"20 En la Chivraz, Le Châtelard",Mole invasion 2017-2018
385,4,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"32 Route de Gibloux (Route du Réservoir), Villarsiviriaux","Mouret (Chalet): 	079 634 23 73; +41 26 411 22 61 (Pompes funèbres): doesn't answer"
387,1,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Wilervor Holz 36, Wilervor Holz",
389,2,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Hinter Hanybüel 80, Heitenried",
391,3,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Breita 5, 1714 Heintenried",
392,4,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Magdalenstrasse 45, 1714 Heintenried",
393,4,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Magdalenstrasse 34, 1714 Heintenried",
394,1,WSIK25,Control,8/07/2017,Germany,X,Outside,No,,,,,,,,"Eschleweg 4, Westerheim",
395,1,WSIK25,Control,8/07/2017,Germany,X,Outside,No,,,,,,,,"Dorfstrasse 4, Westerheim",
396,2,WSIK25,Control,8/07/2017,Germany,X,Outside,No,,,,,,,,"Erkheimer strasse 11, Westerheim",
397,2,WSIK25,Control,8/07/2017,Germany,X,Outside,No,,,,,,,,"Erkheimer strasse 15, Westerheim",
398,3,WSIK25,Control,8/07/2017,Germany,X,Outside,No,,,,,,,,"Am Heiligkreuz 8, Westerheim",
400,4,WSIK25,Control,8/07/2017,Germany,X,Outside,No,,,,,,,,"Egelbergsweg 3, 87784 Westerheim",
401,4,WSIK25,Control,8/07/2017,Germany,X,Outside,No,,,,,,,,"Egelbergsweg 2, 87784 Westerheim",
403,2,WSIK25,Settlement,17/03/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"24 route de tinterin, Pierrafortscha",
404,2,WSIK25,Settlement,17/03/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"Chemin de Morvin, Pierrafortscha",
405,3,WSIK25,Settlement,17/03/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"91 route de pfaffenwil, Pierrafortscha",
409,1,WSIK40,Control,1/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"198 Route du barrage, Rossens",
410,2,WSIK40,Control,1/04/2018,SwitzerlandFR,X,Outside,No,,,,,,,,"21 La Crausa, Treyvaux",
413,#3 SWIK33 (S),WSIK40,Control,1/04/2018,SwitzerlandFR,16329F1C (S); SWIK33 (S),Outside,No,,,,,,,,"31 route de la Pra, Pont-la Ville",Very rural: agriculture fields
414,#1 16329F1C (S),WSIK40,Control,1/04/2018,SwitzerlandFR,16329F1C (S); SWIK33 (S),Outside,No,,,,,,,,"21 le revers, La Roche",Very rural: agriculture fields
417,#3 16329F1C (S),WSIK40,Control,1/04/2018,SwitzerlandFR,16329F1C (S); SWIK33 (S),Outside,No,,,,,,,,"63 La freschera, La Roche",Scary woman
418,1,WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,No,,,,,,,,"Nessleven 271, 3158 Guggisberg",
419,#1 SWIK31 (C),WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,No,,,,,,,,"Krummenacker 209, 3159 Riedstätt",
421,#3 SWIK31 (C),WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,No,,,,,,,,"Eigen 183, 3158 Guggisberg",
423,2,WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,No,,,,,,,,,
425,4,WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,No,,,,,,,,"Tannacker 108, 3158 Guggisberg",
426,1,WSIK55,Control,5/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Rüttistrasse 40, 1716 Plaffeien",
427,1,WSIK55,Control,5/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Rüttistrasse 23, 1716 Plaffeien",
428,2,WSIK55,Control,5/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Heneti 530, 1738 Sangernboden",
429,3,WSIK55,Control,5/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Gauheitti 114, 1716 Plaffeien",
430,3,WSIK55,Control,5/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Kloster 108, 1716 Plaffeien",
431,4,WSIK55,Control,5/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Zolhaus 5, 1716 Plaffeien",
432,4,WSIK55,Control,5/04/2018,SwitzerlandDE,X,Inside,No,,,,,,,,"Siten 533, 1738 Sangernboden",
433,1,WSIK55,Settlement,20/04/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Grottenweg 22, 1735 Griffers",
434,1,WSIK55,Settlement,20/04/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Grottenweg 19, 1735 Griffers",
436,2,WSIK55,Settlement,20/04/2019,SwitzerlandDE,X,Inside,No,,,,,,,,"Allmendstrasse 19, 1735 Griffers",
437,3,WSIK55,Settlement,20/04/2019,SwitzerlandDE,WSIK68 (S),Inside,No,,,,,,,,"Muschels 2, 1736 St. Silvester",
439,#1 WSIK68 (S),WSIK55,Settlement,20/04/2019,SwitzerlandDE,WSIK68 (S),Inside,No,,,,,,,,"Hauptstrasse 47, St. Silvester",
440,4,WSIK55,Settlement,20/04/2019,SwitzerlandDE,WSIK68 (S),Inside,No,,,,,,,,"Metzgera 29, 1736 St. Silvester",
441,#2 WSIK68 (S),WSIK55,Settlement,20/04/2019,SwitzerlandDE,WSIK68 (S),Inside,No,,,,,,,,"Tscherlu 35, St. Silvester",
442,1,WSIK68,Control,23/06/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"22 route des chaffaz, Siviriez",
443,1,WSIK68,Control,23/06/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"12 route des chaffaz, Siviriez",
444,2,WSIK68,Control,23/06/2017,SwitzerlandFR,BD319F1C (C),Outside,No,,,,,,,,"2 route de villaraboud, Vuisternens-devant-Romont",
445,#1 BD319F1C (C),WSIK68,Control,23/06/2017,SwitzerlandFR,BD319F1C (C),Outside,No,,,,,,,,"35 Chemin des Eperleires, Villariaz",
446,3,WSIK68,Control,23/06/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"40 route des chaffaz, Villaraboud",
447,3,WSIK68,Control,23/06/2017,SwitzerlandFR,X,Outside,No,,,,,,,,"6 chemin pra motta, Sommentier",
448,4,WSIK68,Control,23/06/2017,SwitzerlandFR,BD319F1C (C),Outside,No,,,,,,,,"Impasse de la condémine, Vuisternens-devant-Romont (4 houses)",
449,#1 BD319F1C (C),WSIK68,Control,23/06/2017,SwitzerlandFR,BD319F1C (C),Outside,No,,,,,,,,"41 Route de Bulle, Vuisternens-devant-Romont",RK nest in front of house
450,1,WSIK68,Settlement,1/05/2019,SwitzerlandDE,WSIK55 (S),Inside,No,,,,,,,,"Hauptstrasse 47, St. Silvester",
451,#3 WSIK55 (S),WSIK68,Settlement,1/05/2019,SwitzerlandDE,WSIK55 (S),Inside,No,,,,,,,,"Muschels 2, 1736 St. Silvester",
453,2,WSIK68,Settlement,1/05/2019,SwitzerlandDE,WSIK55 (S),Inside,No,,,,,,,,"Tscherlu 35, St. Silvester",
454,#4 WSIK55 (S),WSIK68,Settlement,1/05/2019,SwitzerlandDE,WSIK55 (S),Inside,No,,,,,,,,"Metzgera 29, 1736 St. Silvester",
455,3,WSIK68,Settlement,1/05/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"Route du docalet 45, Bonnefontaine",
456,3,WSIK68,Settlement,1/05/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"Route du docalet 55, Bonnefontaine",
458,4,WSIK68,Settlement,1/05/2019,SwitzerlandFR,X,Inside,No,,,,,,,,"Route de St. Silvester 51, Bonnefontaine",
459,1,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"Ferme Chaintin, Val-de-Travers",
460,1,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"2 Champ-de-la-Pierre, Travers",
461,2,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"2 Les quarres, Travers",
462,2,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"3 Les quarres, Travers",
463,3,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"3 Rue Miéville, Travers",
464,3,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"2 Rue du temple, Travers",
465,4,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"1 Les Lacherelles, Travers",
466,4,WSIK81,Control,14/06/2019,SwitzerlandFR,X,Outside,No,,,,,,,,"2 Les Lacherelles, Travers",
467,1,WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S),Inside,No,,,,,,,,"Beniwil 33, 1715 Alterswil",
468,2,WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S),Inside,No,,,,,,,,"Unterdorfstrasse 7, 1715 Alterswil",
469,3,WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S),Inside,No,,,,,,,,"Hasli 1, 1717 St. Ursen",
470,4,WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S),Inside,No,,,,,,,,"Aeschlenberg 4, 1717 St.Ursen",
471,#1 KIWS53 (S),WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S),Inside,No,,,,,,,,"Wolperwil 7, 1717 St. Ursen",
472,#2 KIWS53 (S),WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S),Inside,No,,,,,,,,"Medewil 4, 1717 St. Ursen",
473,#3 KIWS53 (S),WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S); SWIK23 (S),Inside,No,,,,,,,,"Baletswil 3, 1717 St. Ursen",
474,#4 KIWS53 (S),WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S); SWIK23 (S),Inside,No,,,,,,,,"Hinterhalta 1, 1717 St. Ursen",
7,4,16329F1C,Control,2/07/2019,SwitzerlandDE,X,Outside,Yes,Active,Spring-Summer,Twice/month,Placenta,200-600g,Yes,,Eggweid,8 newborns in the springtime
9,#1 SWIK33 (S),16329F1C,Settlement,19/03/2020,SwitzerlandFR,SWIK33 (S); WSIK40 (C),Outside,Yes,Active,All Year,Daily,Food leftovers,200-600g,Yes,Yes,"1 Route du Marais, Pont-La-Ville","Outside; Main feeder: 20 birds! 5 different species; Father that use to feed (atthe period when it settled), now died"
10,2,16329F1C,Settlement,19/03/2020,SwitzerlandFR,SWIK33 (S); WSIK40 (C),Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Stoutselet 20, 1634 La Roche","Compost, seen RK with tag on it"
11,#2 SWIK33 (S),16329F1C,Settlement,19/03/2020,SwitzerlandFR,SWIK33 (S); WSIK40 (C),Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"10 chemin du mont, Treyvaux",Peelings mostly
12,#4 WSIK40 (C),16329F1C,Settlement,19/03/2020,SwitzerlandFR,SWIK33 (S); WSIK40 (C),Outside,Yes,Passive,All Year,Several times/month,Food leftovers,<200g,Yes,Yes,"15 Le Vègre, La Roche","Compost & leftovers for pets; In the village before 2018, accumulation of RK (someone must have been giving)"
18,2,BD319F1C,Control,22/03/2020,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,Yes,Yes,"7 Impasse de la Cabane, Villariaz",Says neighbour gives too (4 Impasse de la Cabane) but doesn't want to answer
21,4,BD319F1C,Control,22/03/2020,SwitzerlandFR,X,Outside,Yes,Passive,All year,Once/month,Pet food/carcasse chicken,<200g,No,,"7 Chemin de Mouna, Vuisternens-devant-Romont",
31,4,BD319F1C,Settlement,15/03/2021,SwitzerlandFR,X,Outside,Yes,Active,Winter,Several times/month,Meat,<200g,Yes,,"21 Chemin du Jura, Vauderens",Too recent for KISA25 (S)
36,2,KISA23,Control,12/05/2020,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers/meat,200-600g,Yes,,"5 Chemin des Rochettes, Morlens","Funny man that didn't really want to tell me, main feeder?"
38,3,KISA23,Control,12/05/2020,SwitzerlandFR,X,Outside,Yes,Passive,All Year,Several times/week,Food leftovers,200-600g,Yes,,"15 Chemin de la Croix, Vuarmarens","Seen RK on the manure pile in front, neighbours  put compost there"
55,3,KISA25,Control,8/03/2019,SwitzerlandFR,X,Outside,Yes,Passive,All year,Several times/month,Food leftovers,600g-1kg,Yes,,"40 Route d'Arlens, Blessens","Use to give guts of chicken she would kill to the fauna, before the kite settled so maybe it knew the food source"
59,2,KISA25,Settlement,23/03/2021,SwitzerlandDE,X,Inside,Yes,Passive,All year,Several times/month,Food leftovers,<200g,Yes,,"Holzgasse 11, Brünisried",
60,2,KISA25,Settlement,23/03/2021,SwitzerlandDE,X,Inside,Yes,Active,All year,Several times/month,Food leftovers/meat,<200g,Yes,,"Holzgasse 21, Brünisried","Food leftovers on compost heap and feeding intentionnaly only in winter, surrounding farmers all feed like that"
61,3,KISA25,Settlement,23/03/2021,SwitzerlandDE,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/bones,<200g,Yes,,Rüdeweidweg 15  1719 Brünisried,"Stopped giving in 2020, maybe kite prospected there before and influenced settlement decision?"
62,3,KISA25,Settlement,23/03/2021,SwitzerlandDE,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,200-600g,No,Yes (BK),Rüdeweidweg 1  1719 Brünisried,
72,4,KIWS14,Control,1/05/2018,SwitzerlandDE,KIWS59 (S),Inside,Yes,Active,All year,Daily,"Bones, butcher waste",>1kg,Yes,,"Mühlemattstrasse 39, 3178 Bösingen",A bucket full of meat (around 3 kg?); 30 kites flying above
